WHO_REGION,ISO_code,Cname,VaccineCode,Vaccine_Desc,Schedule,Entire_Part,Comment
EUR,GEO,Georgia,Influenza_Adult,Influenza adult dose vaccine,>5 years;,entire,"and adults with chronic conditions, elderly, pregnant women, healthcare workers, residents living in long-term care facilities, other risk groups"
EUR,GEO,Georgia,Influenza_Pediatric,Influenza pediatric dose vaccine,6-59 months;,entire,and children with chronic conditions from 5-18 years
EUR,GEO,Georgia,MMR,Measles mumps and rubella vaccine,12 months; 5 years;,entire,
EUR,GEO,Georgia,OPV,Oral polio vaccine,18 months; 5 years;,entire,
EUR,GEO,Georgia,Pneumo_conj,Pneumococcal conjugate vaccine,"2, 4, 12 months;",entire,
EUR,GEO,Georgia,Rotavirus,Rotavirus vaccine,"2, 3 months;",entire,
EUR,GEO,Georgia,Td,Tetanus and diphtheria toxoid for older children / adults vaccube,14 years;,entire,
EUR,GEO,Georgia,YF,Yellow fever vaccine,,entire,travellers
EUR,DEU,Germany,DTaPHibHepBIPV,"Hexavalent diphtheria, tetanus toxoid with acellular pertussis, Hib, hepatitis B and IPV vaccine","2, 3, 4, 11-14 months;",entire,
EUR,DEU,Germany,HPV,Human Papillomavirus vaccine,9-14 years (x2);,entire,females and males
EUR,DEU,Germany,Influenza_Adult,Influenza adult dose vaccine,>=60 years;,entire,"and adults with chronic conditions, pregnant women, healthcare workers, residents living in long-term care facilities, Hajj or other travellers, other risk groups"
EUR,DEU,Germany,Influenza_Pediatric,Influenza pediatric dose vaccine,,entire,children with chronic conditions
EUR,DEU,Germany,MenC_conj,Meningococcal C conjugate vaccine,12-23 months;,entire,
EUR,DEU,Germany,MMR,Measles mumps and rubella vaccine,"11-14, 15-23 months;",entire,"MMR and monovalent varicella immunization is preferable administered as two separate injections due to higher rates of febrile seizures following immunization with MMRV, MMRV is preferably administered as the second dose; and adults born after 1970"
EUR,DEU,Germany,MMRV,"Measles, mumps, rubella and varicella vaccine",15-23 months;,entire,"MMR and monovalent varicella immunization is preferable administered as two separate injections due to higher rates of febrile seizures following immunization with MMRV, MMRV is preferably administered as the second dose"
EUR,DEU,Germany,Pneumo_conj,Pneumococcal conjugate vaccine,"2, 4, 11-14 months;",entire,
EUR,DEU,Germany,Pneumo_ps,Pneumococcal polysaccharide vaccine,>=60 years;,entire,
EUR,DEU,Germany,Rotavirus,Rotavirus vaccine,"6, 10, 14 weeks;",entire,3rd dose depending on vaccine presentation
EUR,DEU,Germany,Td,Tetanus and diphtheria toxoid for older children / adults vaccube,>=18 years;,,and every 10 years
EUR,DEU,Germany,Tdap,Tetanus and diphtheria toxoids and acellular pertussis vaccine,"5-6, >=18 years;",entire,
EUR,DEU,Germany,TdaPIPV,Tetanus and diphtheria toxoid with acellular pertussis and IPV vaccines,9-16 years;,entire,
EUR,DEU,Germany,Varicella,Varicella vaccine,"11-14, 15-23 months;",entire,"MMR and monovalent varicella immunization is preferable administered as two separate injections due to higher rates of febrile seizures following immunization with MMRV, MMRV is preferably administered as the second dose"
EUR,DEU,Germany,Zoster,Varicella vaccine,>=60 years;,entire,
AFR,GHA,Ghana,BCG,Bacille Calmette-Guérin vaccine,birth;,entire,
AFR,GHA,Ghana,DTwPHibHepB,Diphtheria and Tetanus and Pertussis and Haemophilus influenzae and Hepatitis B vaccine,"6, 10, 14 weeks;",entire,
AFR,GHA,Ghana,IPV,Inactivated polio vaccine,14 weeks;,entire,
AFR,GHA,Ghana,Measles,Measles vaccine,18 months;,entire,
AFR,GHA,Ghana,MenA_conj,,18 months;,entire,12-23 months
AFR,GHA,Ghana,MR,Measles and rubella vaccine,"9, 18 months;",entire,
AFR,GHA,Ghana,OPV,Oral polio vaccine,"birth; 6, 10, 14 weeks;",entire,
AFR,GHA,Ghana,Pneumo_conj,Pneumococcal conjugate vaccine,"6, 10, 14 weeks;",entire,
AFR,GHA,Ghana,Rotavirus,Rotavirus vaccine,"6, 10 weeks;",entire,
AFR,GHA,Ghana,"RTS,S",,"6, 7, 9, 24 months;",part,from April 2019; 6-36 months
AFR,GHA,Ghana,Td,Tetanus and diphtheria toxoid for older children / adults vaccube,"1st contact; +1, +6 months; +1, +1 year;",entire,15-49 years
AFR,GHA,Ghana,VitaminA,Vitamin A supplementation,"6, 12, 18, 24, 30, 36 months;",entire,6-59 months
AFR,GHA,Ghana,YF,Yellow fever vaccine,9 months;,entire,
EUR,GRC,Greece,BCG,Bacille Calmette-Guérin vaccine,birth;,entire,only for neonates that belong to high risk groups
EUR,GRC,Greece,DTaP,Diphtheria and tetanus toxoid with acellular pertussis vaccine,"2, 4, 6, 15-18 months; 4-6 years;",entire,either DtaP or other combination vaccine (first 4 doses)
EUR,GRC,Greece,HepA_Adult,Hepatitis A adult dose vaccine,>=19 years;,entire,high-risk groups
EUR,GRC,Greece,HepA_Pediatric,Hepatitis A pediatric dose vaccine,>12 months (x2 doses);,entire,
EUR,GRC,Greece,HepB_Adult,Hepatitis B adult dose vaccine,>=19 years (x3 doses);,entire,high risk groups
EUR,GRC,Greece,HepB_Pediatric,Hepatitis B pediatric dose vaccine,"birth or 2 months; 4, 6-18 months;",entire,
EUR,GRC,Greece,Hib,Haemophilus influenzae type b vaccine,"2, 4, 6, 15-18 months;",entire,administered in various combination types of vaccines
EUR,GRC,Greece,HPV,Human Papillomavirus vaccine,11-15 years (x2 doses);,entire,females routine between 9-18 years; females and males belowing to high-risk groups between 9-26 years
EUR,GRC,Greece,Influenza_Adult,Influenza adult dose vaccine,>60 years;,entire,"and adults with chronic conditions, pregnant women, healthcare workers, residents living in long-term care facilities, other risk groups"
EUR,GRC,Greece,Influenza_Pediatric,Influenza pediatric dose vaccine,>6 months;,entire,high risk groups and children with chronic conditions
EUR,GRC,Greece,IPV,Inactivated polio vaccine,"2, 4, 6-18 months; 4-6 years;",entire,
EUR,GRC,Greece,MenACWY-135 conj,Meningococcal ACWY-135 conjugate vaccine,11-12 years;,entire,
EUR,GRC,Greece,MenC_conj,Meningococcal C conjugate vaccine,12 months;,entire,
EUR,GRC,Greece,MMR,Measles mumps and rubella vaccine,12-15 months; 2-3 years;,entire,
EUR,GRC,Greece,MMRV,"Measles, mumps, rubella and varicella vaccine",12-15 months; 2-3 years;,entire,
EUR,GRC,Greece,Pneumo_conj,Pneumococcal conjugate vaccine,"2, 4, 6, 12-15 months; 2-3, >50 years;",entire,"for the dose administered at 2-3 years, PCV13 only for children vaccinated with PCV7 or PCV10; PCV13 administered to those >50 years"
EUR,GRC,Greece,Pneumo_ps,Pneumococcal polysaccharide vaccine,>=2 years;,entire,
EUR,GRC,Greece,Rotavirus,Rotavirus vaccine,"2, 4, 6 months;",entire,number of doses depend on vaccine presentation (RV1 or RV5 administered at M2 and M4; RV5 administered at M6)
EUR,GRC,Greece,Td,Tetanus and diphtheria toxoid for older children / adults vaccube,,entire,10 years after TdaP and every 10 years afterwards
EUR,GRC,Greece,Tdap,Tetanus and diphtheria toxoids and acellular pertussis vaccine,11-12 years;,entire,
EUR,GRC,Greece,TdaPIPV,Tetanus and diphtheria toxoid with acellular pertussis and IPV vaccines,11-12 years;,entire,
EUR,GRC,Greece,TdIPV,Tetanus and diphtheria toxoid for older children / adults with inactivated Polio vaccine,11-12 years;,entire,
EUR,GRC,Greece,Varicella,Varicella vaccine,12-15 months; 2-3 years;,entire,
AMR,GRD,Grenada,DT,Tetanus and diphtheria toxoid childrens' dose,4-5 years;,entire,
AMR,GRD,Grenada,DTwP,Diphtheria and tetanus toxoid with whole cell pertussis vaccine,18 months;,entire,
AMR,GRD,Grenada,DTwPHibHepB,Diphtheria and Tetanus and Pertussis and Haemophilus influenzae and Hepatitis B vaccine,"6-8 weeks; 4, 6 months;",entire,
AMR,GRD,Grenada,HepB_Adult,Hepatitis B adult dose vaccine,"1st contact; +1, +6 months;",entire,high-risk groups
AMR,GRD,Grenada,HepB_Pediatric,Hepatitis B pediatric dose vaccine,birth;,entire,
AMR,GRD,Grenada,HPV,Human Papillomavirus vaccine,"9, 10 years;",entire,from March 2019; females
AMR,GRD,Grenada,Influenza_Adult,Influenza adult dose vaccine,>=18 years;,entire,"and older persons >=65 years, adults with chronic conditions >=18 years, pregnant women, healthcare workers, residents living in long-term care facilities, other risk groups"
AMR,GRD,Grenada,Influenza_Pediatric,Influenza pediatric dose vaccine,6-35 months; 36 months-17 years;,entire,and children with chronic conditions
AMR,GRD,Grenada,IPV,Inactivated polio vaccine,6-8 weeks;,entire,
AMR,GRD,Grenada,MMR,Measles mumps and rubella vaccine,"12, 18 months;",entire,
AMR,GRD,Grenada,OPV,Oral polio vaccine,"4, 6, 18 months; 4-5, 14-15 years;",entire,
AMR,GRD,Grenada,Td,Tetanus and diphtheria toxoid for older children / adults vaccube,14-15 years;,entire,and given to pregnant women as needed based on vaccination history
AMR,GRD,Grenada,Varicella,Varicella vaccine,1st contact;,part,contacts to cases in outbreaks
AMR,GRD,Grenada,YF,Yellow fever vaccine,1st contact;,entire,travellers >1 yr of age going to endemic countries
AMR,GTM,Guatemala,BCG,Bacille Calmette-Guérin vaccine,birth;,entire,
AMR,GTM,Guatemala,DTwP,Diphtheria and tetanus toxoid with whole cell pertussis vaccine,18 months; 4 years;,entire,
AMR,GTM,Guatemala,DTwPHibHepB,Diphtheria and Tetanus and Pertussis and Haemophilus influenzae and Hepatitis B vaccine,"2, 4, 6 months;",entire,
AMR,GTM,Guatemala,HepB_Adult,Hepatitis B adult dose vaccine,1st contact; +4 weeks; +6 months;,entire,risk groups
AMR,GTM,Guatemala,HepB_Pediatric,Hepatitis B pediatric dose vaccine,birth;,entire,"and children 7-17 yrs old who have incomplete schemes, risk groups, victims of sexual violence"
AMR,GTM,Guatemala,HPV,Human Papillomavirus vaccine,10 years; +6 months;,entire,females
AMR,GTM,Guatemala,Influenza_Adult,Influenza adult dose vaccine,,entire,"adults with chronic conditions, pregnant women, healthcare workers, residents living in long-term care facilities, other risk groups"
AMR,GTM,Guatemala,Influenza_Pediatric,Influenza pediatric dose vaccine,6-35 months;,entire,and children with chronic conditions
AMR,GTM,Guatemala,IPV,Inactivated polio vaccine,2 months;,entire,
AMR,GTM,Guatemala,MMR,Measles mumps and rubella vaccine,"12, 18 months;",entire,
AMR,GTM,Guatemala,MR,Measles and rubella vaccine,1st contact;,entire,on demand for travellers
AMR,GTM,Guatemala,OPV,Oral polio vaccine,"4, 6, 18 months; 4 years;",entire,
AMR,GTM,Guatemala,Pneumo_conj,Pneumococcal conjugate vaccine,"2, 4, 12  months;",entire,
AMR,GTM,Guatemala,Rotavirus,Rotavirus vaccine,"2, 4 months;",entire,
AMR,GTM,Guatemala,Td,Tetanus and diphtheria toxoid for older children / adults vaccube,10 years;,entire,"and upon 1st contact, +4 weeks, +6 months"
AMR,GTM,Guatemala,Tdap,Tetanus and diphtheria toxoids and acellular pertussis vaccine,,entire,"x1 dose in each pregnancy, x1 dose for healthcare workers"
AMR,GTM,Guatemala,VitaminA,Vitamin A supplementation,"6, 12, 18, 24, 30, 36 months;",entire,
AMR,GTM,Guatemala,YF,Yellow fever vaccine,1st contact;,entire,"on demand for travellers to endemic countries, outbreaks"
AFR,GIN,Guinea,BCG,Bacille Calmette-Guérin vaccine,birth;,entire,
AFR,GIN,Guinea,DTwPHibHepB,Diphtheria and Tetanus and Pertussis and Haemophilus influenzae and Hepatitis B vaccine,"6, 10, 14 weeks;",entire,
AFR,GIN,Guinea,HPV,Human Papillomavirus vaccine,,entire,from October 2021
AFR,GIN,Guinea,IPV,Inactivated polio vaccine,14 weeks;,entire,
AFR,GIN,Guinea,Measles,Measles vaccine,9 months;,entire,MCV2 planned intro in Jan 2021 for 15-18 months
AFR,GIN,Guinea,MenA_conj,,9-11 months;,,from October 2020
AFR,GIN,Guinea,OPV,Oral polio vaccine,"birth; 6, 10, 14 weeks;",entire,
AFR,GIN,Guinea,Pneumo_conj,Pneumococcal conjugate vaccine,,entire,from October 2021
AFR,GIN,Guinea,Rotavirus,Rotavirus vaccine,,entire,from October 2021
AFR,GIN,Guinea,Td,Tetanus and diphtheria toxoid for older children / adults vaccube,"1st contact; +1,+6 months; +1, +1 years;",entire,pregnant women
AFR,GIN,Guinea,YF,Yellow fever vaccine,9 months;,entire,
AFR,GNB,Guinea-Bissau,BCG,Bacille Calmette-Guérin vaccine,birth;,entire,
AFR,GNB,Guinea-Bissau,DTwPHibHepB,Diphtheria and Tetanus and Pertussis and Haemophilus influenzae and Hepatitis B vaccine,"6, 10, 14 weeks;",entire,
AFR,GNB,Guinea-Bissau,IPV,Inactivated polio vaccine,14 weeks;,entire,
AFR,GNB,Guinea-Bissau,Measles,Measles vaccine,9 months;,entire,
AFR,GNB,Guinea-Bissau,OPV,Oral polio vaccine,"birth; 6, 10, 14 weeks;",entire,
AFR,GNB,Guinea-Bissau,Pneumo_conj,Pneumococcal conjugate vaccine,"6, 10, 14 weeks;",entire,
AFR,GNB,Guinea-Bissau,Rotavirus,Rotavirus vaccine,"6, 10 weeks;",entire,
AFR,GNB,Guinea-Bissau,TT,Tetanus toxoid vaccine,"1st contact; +1, +6 months; +1, +1 year;",entire,CBAW
AFR,GNB,Guinea-Bissau,YF,Yellow fever vaccine,9 months;,entire,
AMR,GUY,Guyana,BCG,Bacille Calmette-Guérin vaccine,birth-6 weeks;,entire,
AMR,GUY,Guyana,DTwP,Diphtheria and tetanus toxoid with whole cell pertussis vaccine,"18, 45 months;",entire,
AMR,GUY,Guyana,DTwPHibHepB,Diphtheria and Tetanus and Pertussis and Haemophilus influenzae and Hepatitis B vaccine,"2, 4, 6 months;",entire,
AMR,GUY,Guyana,HepB_Adult,Hepatitis B adult dose vaccine,"1st contact; +1, +6 months;",part,high risk groups
AMR,GUY,Guyana,HepB_Pediatric,Hepatitis B pediatric dose vaccine,birth;,entire,only from May-June 2019
AMR,GUY,Guyana,HPV,Human Papillomavirus vaccine,9-16 years; +6 months;,entire,females and males; 2 doses for ages 9-14 years and 3 doses for ages 15-16 years
AMR,GUY,Guyana,IPV,Inactivated polio vaccine,2 months;,entire,"Universal dose at 2 months, Subnationally for immuno-comprised children (HIV exposed groups) at 4, 6, 18, 45 months"
AMR,GUY,Guyana,MenACWY-135 conj,Meningococcal ACWY-135 conjugate vaccine,>=19 years;,part,special population groups
AMR,GUY,Guyana,MMR,Measles mumps and rubella vaccine,"12, 18 months;",entire,
AMR,GUY,Guyana,OPV,Oral polio vaccine,"4, 6, 18, 45 months;",entire,given to all persons except those who are immunocompromised
AMR,GUY,Guyana,Pneumo_conj,Pneumococcal conjugate vaccine,"2, 4, 6 months;",entire,
AMR,GUY,Guyana,Pneumo_ps,Pneumococcal polysaccharide vaccine,>=19 years;,part,risk groups
AMR,GUY,Guyana,Rotavirus,Rotavirus vaccine,"2, 4 months;",entire,
AMR,GUY,Guyana,Td,Tetanus and diphtheria toxoid for older children / adults vaccube,1st contact; +4 weeks;,entire,pregnant women depending on their primary series
AMR,GUY,Guyana,Varicella,Varicella vaccine,12 months;,part,"risk groups; living in orphanages, and adults"
AMR,GUY,Guyana,YF,Yellow fever vaccine,12 months;,entire,
AMR,HTI,Haiti,BCG,Bacille Calmette-Guérin vaccine,birth;,entire,
AMR,HTI,Haiti,DTwP,Diphtheria and tetanus toxoid with whole cell pertussis vaccine,15 months;,entire,
AMR,HTI,Haiti,DTwPHibHepB,Diphtheria and Tetanus and Pertussis and Haemophilus influenzae and Hepatitis B vaccine,"6, 10, 14 weeks;",entire,
AMR,HTI,Haiti,IPV,Inactivated polio vaccine,6 weeks;,entire,
AMR,HTI,Haiti,MR,Measles and rubella vaccine,"9, 13 months;",entire,
AMR,HTI,Haiti,OPV,Oral polio vaccine,"0, 10, 14 weeks; 9 months;",entire,
AMR,HTI,Haiti,Pneumo_conj,Pneumococcal conjugate vaccine,"6, 10, 14 weeks;",entire,
AMR,HTI,Haiti,Rotavirus,Rotavirus vaccine,"6, 10 weeks;",entire,
AMR,HTI,Haiti,Td,Tetanus and diphtheria toxoid for older children / adults vaccube,"1st contact; +1, +6 months; +1, +1 years;",entire,pregnant women
AMR,HND,Honduras,BCG,Bacille Calmette-Guérin vaccine,birth;,entire,
AMR,HND,Honduras,DT,Tetanus and diphtheria toxoid childrens' dose,"4, 6, 18 months; 4 years;",entire,population between 4 months-4 years allergic to pertussis component
AMR,HND,Honduras,DTwP,Diphtheria and tetanus toxoid with whole cell pertussis vaccine,18 months; 4 years;,entire,
AMR,HND,Honduras,DTwPHibHepB,Diphtheria and Tetanus and Pertussis and Haemophilus influenzae and Hepatitis B vaccine,"2, 4, 6 months;",entire,
AMR,HND,Honduras,HepA_Adult,Hepatitis A adult dose vaccine,1st contact; +6 month;,entire,healthcare workers
AMR,HND,Honduras,HepA_Pediatric,Hepatitis A pediatric dose vaccine,1 years;,entire,Introduced as from January 2020
AMR,HND,Honduras,HepB_Adult,Hepatitis B adult dose vaccine,"1st contact; +1, +6 months;",entire,risk groups
AMR,HND,Honduras,HepB_Pediatric,Hepatitis B pediatric dose vaccine,birth;,entire,Given within first 24 hours
AMR,HND,Honduras,HPV,Human Papillomavirus vaccine,11 years; +6 months;,entire,females
AMR,HND,Honduras,Influenza_Adult,Influenza adult dose vaccine,>60 years;,entire,"and adults with chronic conditions, pregnant women, healthcare workers, residents living in long-term care facilities, other risk groups"
AMR,HND,Honduras,Influenza_Pediatric,Influenza pediatric dose vaccine,6-23 months;,entire,and children with chronic conditions
AMR,HND,Honduras,IPV,Inactivated polio vaccine,"2, 4 months;",entire,and children less than 5 years old immunocompromised in a 3-dose scheme
AMR,HND,Honduras,MMR,Measles mumps and rubella vaccine,"12, 18 months;",entire,and persons >5 years with no history of having had the disease or not having been vaccinated
AMR,HND,Honduras,OPV,Oral polio vaccine,"6, 18 months;",entire,
AMR,HND,Honduras,Pneumo_conj,Pneumococcal conjugate vaccine,"2, 4, 6 months;",entire,
AMR,HND,Honduras,Rotavirus,Rotavirus vaccine,"2, 4 months;",entire,
AMR,HND,Honduras,Td,Tetanus and diphtheria toxoid for older children / adults vaccube,"11 years; 1st contact; +1, +6, +24, +36 months;",entire,pregnant women not vaccinated complete 5-dose schedule and a booster every 10 years; risk groups receive 3 doses and booster every 10 years
AMR,HND,Honduras,Tdap,Tetanus and diphtheria toxoids and acellular pertussis vaccine,1st contact;,part,"pregnant women between 26-37 weeks, and healthcare workers during outbreaks and pregnant women from 1 health region"
AMR,HND,Honduras,VitaminA,Vitamin A supplementation,"6, 12, 18, 24, 36, +6, months;",entire,and every 6 months until 59 months of age
AMR,HND,Honduras,YF,Yellow fever vaccine,>1 year:,entire,travellers to or from areas at risk of transmission
EUR,HUN,Hungary,BCG,Bacille Calmette-Guérin vaccine,birth;,entire,
EUR,HUN,Hungary,DTaPHibIPV,"Diphtheria and tetanus toxoid with acellular pertussis, Hib and IPV vaccine","2, 3, 4, 18  months;",entire,
EUR,HUN,Hungary,DTaPIPV,"Diphtheria and tetanus toxoid with acellular pertussis, and IPV vaccine",6 years;,entire,
EUR,HUN,Hungary,HepB_Adult,Hepatitis B adult dose vaccine,12 years;,entire,
EUR,HUN,Hungary,HPV,Human Papillomavirus vaccine,12 years (x2 doses);,entire,females; 7th grade school campaign
EUR,HUN,Hungary,Influenza_Adult,Influenza adult dose vaccine,>60 years;,entire,"and adults with chronic conditions, pregnant women, healthcare workers, residents living in long-term care facilities, other risk groups"
EUR,HUN,Hungary,Influenza_Pediatric,Influenza pediatric dose vaccine,6-36 months;,entire,children with chronic conditions
EUR,HUN,Hungary,MMR,Measles mumps and rubella vaccine,15 months; 11 years;,entire,
EUR,HUN,Hungary,Pneumo_conj,Pneumococcal conjugate vaccine,"2, 4, 12 months;",entire,
EUR,HUN,Hungary,Tdap,Tetanus and diphtheria toxoids and acellular pertussis vaccine,11 years;,entire,
EUR,HUN,Hungary,Varicella,Varicella vaccine,"13, 16 months;",entire,children born after 2018.07.31
EUR,ISL,Iceland,DTaPHibIPV,"Diphtheria and tetanus toxoid with acellular pertussis, Hib and IPV vaccine","3, 5, 12 months;",entire,
EUR,ISL,Iceland,HepB_Adult,Hepatitis B adult dose vaccine,,entire,risk groups
EUR,ISL,Iceland,HPV,Human Papillomavirus vaccine,12 years; +6 months;,entire,females; schoolbased
